#Datasets	EXB037.A3001.unmapped	EXB037.A3201.unmapped	EXB037.A3401.unmapped	LIB030.A0115.unmapped	EXB037.A3101.unmapped	LIB027.A0136.unmapped	LIB030.A0112.unmapped	LIB030.A0113.unmapped	LIB030.A0114.unmapped	EXB037.A2901.unmapped	EXB037.A3301.unmapped
"Mycobacterium sp. UNC280MFTsu5.1"	0.0	0.0	0.0	0.0	137.0	0.0	15.0	0.0	18.0	0.0	0.0
"Mycobacterium sp. URHB0044"	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. URHD0025"	0.0	20.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Mycobacterium sp. YC-RL4"	0.0	42.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacteroides abscessus"	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycobacteroides chelonae"	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacter icosiumassiliensis"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Mycolicibacterium acapulense"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium aurum"	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium austroafricanum"	0.0	87.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium chubuense"	0.0	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium gilvum"	0.0	412.0	0.0	11.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Mycolicibacterium goodii"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium hassiacum"	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium houstonense"	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	3454.0	0.0	0.0
"Mycolicibacterium litorale"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium peregrinum"	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium phlei"	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium rhodesiae"	0.0	84.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium rutilum"	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium septicum"	0.0	0.0	0.0	15.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium smegmatis"	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium thermoresistibile"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium tusciae"	0.0	90.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium vaccae"	0.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium vanbaalenii"	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardia farcinica"	0.0	0.0	0.0	26.0	0.0	0.0	192.0	0.0	0.0	0.0	0.0
"Nocardia pseudobrasiliensis"	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	21.0	0.0	0.0
"Rhodococcus erythropolis"	65.0	0.0	43.0	12.0	0.0	0.0	77.0	0.0	0.0	79.0	170.0
"Rhodococcus fascians"	0.0	0.0	211.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
"Rhodococcus jostii"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Rhodococcus phenolicus"	75.0	107.0	79.0	96.0	156.0	0.0	123.0	80.0	257.0	120.0	103.0
"Rhodococcus rhodochrous"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodococcus ruber"	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0
"Rhodococcus sp. 164Chir2E"	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Rhodococcus sp. H-CA8f"	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
"Rhodococcus sp. Leaf225"	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodococcus sp. PML026"	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodococcus sp. YH3-3"	0.0	0.0	10.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Rhodococcus sp. YL-1"	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
"Williamsia marianensis"	145.0	36.0	42.0	0.0	0.0	0.0	21.0	0.0	0.0	180.0	231.0
"Cryptosporangium arvum"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Motilibacter peucedani"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Frankiales bacterium"	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Frankineae bacterium MT45"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Blastococcus endophyticus"	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
"Candidatus Blastococcus massiliensis"	0.0	59.0	0.0	30.0	151.0	0.0	31.0	0.0	0.0	0.0	0.0
"Blastococcus sp. DSM 46786"	0.0	32.0	0.0	12.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Blastococcus sp. DSM 46838"	0.0	35.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0
"Blastococcus sp. URHD0036"	0.0	0.0	0.0	18.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Geodermatophilus nigrescens"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Geodermatophilus obscurus"	0.0	36.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Geodermatophilus poikilotrophus"	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Geodermatophilus ruber"	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
"Geodermatophilus siccatus"	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Geodermatophilus tzadiensis"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Modestobacter caceresii"	0.0	20.0	0.0	10.0	147.0	0.0	17.0	0.0	0.0	0.0	0.0
"Modestobacter marinus"	0.0	0.0	0.0	0.0	0.0	0.0	22.0	11.0	0.0	0.0	0.0
"Modestobacter sp. DSM 44400"	0.0	0.0	0.0	10.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Geodermatophilaceae bacterium URHA0031"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Geodermatophilaceae bacterium URHB0062"	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
"Jiangella alba"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Jiangella alkaliphila"	0.0	0.0	0.0	14.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Jiangella gansuensis"	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Jiangella muralis"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Jiangella sp. DSM 45060"	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Angustibacter sp. Root456"	0.0	0.0	0.0	683.0	0.0	0.0	0.0	0.0	0.0	0.0	283.0
"Kineococcus radiotolerans"	0.0	23.0	0.0	13.0	93.0	0.0	24.0	0.0	0.0	0.0	0.0
"Kineosporia sp. R_H_3"	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Georgenia satyanarayanai"	0.0	19.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brevibacterium aurantiacum"	0.0	0.0	0.0	14.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0
"Brevibacterium linens"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brevibacterium luteolum"	0.0	0.0	0.0	0.0	867.0	0.0	12.0	0.0	717.0	0.0	0.0
"Brevibacterium paucivorans"	0.0	0.0	15.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
"Brevibacterium senegalense"	0.0	22.0	0.0	11.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0
"Cellulomonas fimi"	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cellulomonas flavigena"	0.0	0.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cellulomonas gilvus"	0.0	0.0	0.0	15.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Cellulomonas massiliensis"	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cellulomonas sp. PSBB021"	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cellulomonas sp. Root137"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Lysinimicrobium soli"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brachybacterium alimentarium"	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brachybacterium avium"	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brachybacterium faecium"	0.0	19.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brachybacterium ginsengisoli"	0.0	0.0	0.0	20.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brachybacterium muris"	0.0	351.0	0.0	25.0	681.0	0.0	16.0	0.0	0.0	0.0	0.0
"Brachybacterium saurashtrense"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brachybacterium timonense"	121.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brachybacterium vulturis"	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brachybacterium sp. HMSC06H03"	0.0	39.0	11.0	0.0	115.0	0.0	20.0	0.0	0.0	70.0	72.0
"Brachybacterium sp. P6-10-X1"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kytococcus sedentarius"	0.0	79.0	0.0	0.0	249.0	0.0	0.0	0.0	0.0	0.0	169.0
"Kytococcus sp. CUA-901"	0.0	37.0	0.0	13.0	152.0	0.0	0.0	0.0	0.0	0.0	134.0
"Luteipulveratus mongoliensis"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mobilicoccus massiliensis"	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Arsenicicoccus sp. oral taxon 190"	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Intrasporangium calvum"	0.0	0.0	12.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Janibacter indicus"	72.0	118.0	24.0	60.0	271.0	0.0	56.0	0.0	0.0	33.0	199.0
"Janibacter massiliensis"	0.0	0.0	17.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Janibacter melonis"	0.0	20.0	46.0	11.0	90.0	0.0	33.0	0.0	0.0	0.0	101.0
"Janibacter sp. HTCC2649"	0.0	43.0	36.0	14.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0
"Ornithinimicrobium pekingense"	0.0	125.0	0.0	27.0	242.0	0.0	87.0	0.0	0.0	0.0	0.0
"Ornithinimicrobium sp. CNJ-824"	0.0	132.0	10.0	19.0	249.0	0.0	18.0	0.0	0.0	0.0	83.0
"Phycicoccus cremeus"	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Phycicoccus dokdonensis"	0.0	0.0	0.0	20.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Phycicoccus sp. Soil748"	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Phycicoccus sp. Soil803"	0.0	0.0	12.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Serinicoccus chungangensis"	0.0	68.0	0.0	21.0	150.0	0.0	16.0	0.0	0.0	0.0	0.0
"Serinicoccus hydrothermalis"	0.0	19.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Serinicoccus sp. CUA-874"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Terracoccus sp. 273MFTsu3.1"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Tetrasphaera australiensis"	0.0	22.0	15.0	11.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Tetrasphaera elongata"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Tetrasphaera japonica"	0.0	0.0	13.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Tetrasphaera sp. Soil756"	0.0	24.0	0.0	25.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
"Intrasporangiaceae bacterium URHB0013"	0.0	0.0	14.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Agrococcus baldri"	54.0	83.0	11.0	0.0	220.0	0.0	0.0	6.0	0.0	0.0	0.0
"Agrococcus carbonis"	0.0	55.0	18.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0
"Agrococcus lahaulensis"	0.0	35.0	31.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0
"Agromyces aureus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Clavibacter michiganensis"	0.0	115.0	0.0	0.0	251.0	0.0	49.0	0.0	32.0	0.0	0.0
"Cnuibacter physcomitrellae"	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cryobacterium arcticum"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cryobacterium sp. LW097"	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cryocola sp. 340MFSha3.1"	0.0	0.0	0.0	0.0	103.0	0.0	16.0	0.0	0.0	0.0	0.0
"Curtobacterium sp. B18"	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Curtobacterium sp. B8"	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Curtobacterium sp. MCBA15_008"	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Frigoribacterium sp. Leaf164"	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
"Frigoribacterium sp. Leaf186"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Frondihabitans sp. Leaf304"	0.0	0.0	0.0	0.0	0.0	1.0	15.0	0.0	0.0	0.0	0.0
"Frondihabitans sp. PAMC 28766"	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
"Herbiconiux ginsengi"	0.0	22.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Leifsonia aquatica"	103.0	33.0	33.0	10.0	100.0	0.0	21.0	58.0	29.0	60.0	92.0
"Leifsonia xyli"	81.0	0.0	20.0	0.0	0.0	0.0	0.0	28.0	0.0	34.0	0.0
"Leifsonia sp. 21MFCrub1.1"	48.0	33.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	114.0
"Leucobacter sp. UCD-THU"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0
"Candidatus Rhodoluna planktonica"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0
"Rhodoluna lacicola"	0.0	51.0	0.0	0.0	411.0	0.0	10.0	11.0	38.0	0.0	0.0
"Microbacterium aurum"	46.0	38.0	0.0	0.0	101.0	0.0	10.0	0.0	0.0	34.0	0.0
"Microbacterium chocolatum"	0.0	41.0	13.0	0.0	206.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microbacterium enclense"	0.0	0.0	0.0	0.0	3827.0	0.0	0.0	7.0	0.0	0.0	0.0
"Microbacterium foliorum"	0.0	26.0	0.0	0.0	0.0	0.0	60.0	0.0	30.0	0.0	0.0
"Microbacterium hominis"	0.0	27.0	140.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
"Microbacterium indicum"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Microbacterium pygmaeum"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microbacterium sediminis"	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microbacterium testaceum"	71.0	94.0	94.0	104.0	247.0	0.0	116.0	63.0	257.0	117.0	117.0
"Microbacterium sp. AISO3"	0.0	0.0	0.0	9.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Microbacterium sp. AR7-10"	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
"Microbacterium sp. C448"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microbacterium sp. cf046"	0.0	20.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Microbacterium sp. cf332"	0.0	0.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microbacterium sp. CH1"	0.0	35.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0
"Microbacterium sp. H6"	0.0	0.0	15.0	9.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0
"Microbacterium sp. Leaf351"	453.0	25.0	98.0	12.0	0.0	0.0	24.0	10.0	0.0	0.0	326.0
"Microbacterium sp. LKL04"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microbacterium sp. oral taxon 186"	204.0	206.0	14.0	0.0	220.0	0.0	11.0	8.0	0.0	82.0	90.0
"Microbacterium sp. Root166"	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microbacterium sp. Root180"	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microbacterium sp. TPU 3598"	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microbacterium sp. URHA0036"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	8.0	27.0	0.0	0.0
"Microbacterium sp. XT11"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Microterricola viridarii"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycetocola miduiensis"	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudoclavibacter faecalis"	0.0	41.0	0.0	0.0	169.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rathayibacter iranicus"	0.0	0.0	0.0	10.0	0.0	0.0	12.0	6.0	17.0	0.0	0.0
"Rathayibacter rathayi"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rathayibacter sp. Leaf296"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.0
"Salinibacterium xinjiangense"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Arthrobacter castelli"	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Arthrobacter pityocampae"	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Arthrobacter sp. CAL618"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Arthrobacter sp. Edens01"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Arthrobacter sp. L77"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Arthrobacter sp. Leaf234"	0.0	0.0	10.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Arthrobacter sp. OY3WO11"	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Arthrobacter sp. Soil782"	0.0	199.0	0.0	0.0	338.0	0.0	0.0	0.0	0.0	0.0	0.0
"Arthrobacter sp. UCD-GKA"	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Glutamicibacter arilaitensis"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kocuria palustris"	163.0	436.0	193.0	33.0	809.0	0.0	109.0	7.0	31.0	57.0	485.0
"Kocuria rhizophila"	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kocuria turfanensis"	0.0	42.0	45.0	11.0	115.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kocuria sp. CNJ-770"	0.0	52.0	32.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kocuria sp. UCD-OTCP"	74.0	890.0	1296.0	69.0	1257.0	0.0	81.0	0.0	62.0	153.0	168.0
"Micrococcus luteus"	409.0	1180.0	96.0	72.0	2077.0	0.0	48.0	13.0	51.0	61.0	214.0
"Micrococcus sp. CH7"	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Micrococcus sp. HMSC067E09"	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Micrococcus sp. KBS0714"	0.0	47.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nesterenkonia massiliensis"	0.0	33.0	0.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nesterenkonia sandarakina"	0.0	79.0	0.0	0.0	188.0	0.0	0.0	0.0	0.0	0.0	0.0
"Paenarthrobacter nicotinovorans"	44.0	0.0	0.0	85.0	104.0	0.0	82.0	9.0	0.0	54.0	136.0
"Rothia aeria"	44.0	0.0	0.0	0.0	138.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rothia mucilaginosa"	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Sinomonas atrocyanea"	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cellulosimicrobium cellulans"	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Promicromonospora kroppenstedtii"	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Xylanimonas cellulosilytica"	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sanguibacter keddieii"	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
"Sanguibacter marinus"	154.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinoplanes atraurantiacus"	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Actinoplanes derwentensis"	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinoplanes globisporus"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinoplanes italicus"	0.0	0.0	0.0	0.0	0.0	0.0	13.0	12.0	18.0	0.0	0.0
"Actinoplanes lutulentus"	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinoplanes regularis"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinoplanes xinjiangensis"	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Longispora albida"	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Micromonospora auratinigra"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Micromonospora chaiyaphumensis"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Micromonospora coriariae"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Micromonospora endolithica"	0.0	0.0	0.0	12.0	0.0	0.0	16.0	0.0	25.0	0.0	0.0
"Micromonospora matsumotoense"	0.0	19.0	15.0	28.0	0.0	0.0	19.0	7.0	62.0	0.0	0.0
"Micromonospora viridifaciens"	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Micromonospora sp. RV43"	0.0	0.0	0.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	0.0
"Plantactinospora sp. BB1"	324.0	390.0	246.0	392.0	661.0	0.0	556.0	279.0	1105.0	431.0	367.0
"Plantactinospora sp. BC1"	182.0	264.0	211.0	259.0	442.0	0.0	364.0	169.0	656.0	291.0	242.0
"Plantactinospora sp. KBS50"	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudosporangium ferrugineum"	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Salinispora pacifica"	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nakamurella lactea"	0.0	0.0	0.0	16.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0
"Nakamurella multipartita"	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinopolymorpha alba"	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinopolymorpha singaporensis"	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Aeromicrobium choanae"	0.0	0.0	0.0	0.0	90.0	0.0	17.0	0.0	0.0	0.0	0.0
"Aeromicrobium marinum"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Aeromicrobium massiliense"	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Aeromicrobium sp. Root344"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Aeromicrobium sp. Root472D3"	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Friedmanniella flava"	0.0	0.0	0.0	17.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0
"Friedmanniella luteola"	0.0	26.0	0.0	28.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
