#Datasets	EXB037.A3001.unmapped	EXB037.A3201.unmapped	EXB037.A3401.unmapped	LIB030.A0115.unmapped	EXB037.A3101.unmapped	LIB027.A0136.unmapped	LIB030.A0112.unmapped	LIB030.A0113.unmapped	LIB030.A0114.unmapped	EXB037.A2901.unmapped	EXB037.A3301.unmapped
"Bradyrhizobium oligotrophicum"	148.0	19.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	77.0	169.0
"Bradyrhizobium ottawaense"	106.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	310.0
"Bradyrhizobium pachyrhizi"	627.0	22.0	16.0	14.0	0.0	0.0	37.0	0.0	0.0	279.0	756.0
"Bradyrhizobium sacchari"	175.0	29.0	11.0	0.0	0.0	0.0	20.0	0.0	0.0	84.0	121.0
"Bradyrhizobium symbiodeficiens"	492.0	0.0	40.0	14.0	0.0	0.0	0.0	0.0	0.0	312.0	279.0
"Bradyrhizobium valentinum"	237.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	255.0
"Bradyrhizobium yuanmingense"	111.0	0.0	10.0	10.0	0.0	0.0	0.0	0.0	0.0	57.0	104.0
"Bradyrhizobium sp."	105.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	86.0	130.0
"Bradyrhizobium sp. Ai1a-2"	220.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	75.0	271.0
"Bradyrhizobium sp. AT1"	184.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	197.0
"Bradyrhizobium sp. BTAi1"	6297.0	19.0	134.0	11.0	0.0	0.0	17.0	0.0	24.0	1047.0	577.0
"Bradyrhizobium sp. CCGE-LA001"	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	61.0
"Bradyrhizobium sp. cf659"	125.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	154.0
"Bradyrhizobium sp. Cp5.3"	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	81.0
"Bradyrhizobium sp. DOA1"	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	66.0
"Bradyrhizobium sp. DOA9"	179.0	0.0	20.0	13.0	0.0	0.0	10.0	0.0	0.0	84.0	179.0
"Bradyrhizobium sp. Ec3.3"	226.0	21.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	230.0
"Bradyrhizobium sp. Gha"	180.0	22.0	19.0	10.0	0.0	0.0	22.0	0.0	0.0	128.0	307.0
"Bradyrhizobium sp. Ghvi"	208.0	31.0	33.0	23.0	0.0	0.0	31.0	0.0	0.0	127.0	246.0
"Bradyrhizobium sp. Leaf396"	227.0	19.0	24.0	0.0	0.0	0.0	16.0	0.0	0.0	89.0	133.0
"Bradyrhizobium sp. LTSP849"	69.0	0.0	0.0	14.0	0.0	0.0	27.0	0.0	0.0	67.0	100.0
"Bradyrhizobium sp. LTSP857"	78.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	36.0	133.0
"Bradyrhizobium sp. LTSP885"	263.0	0.0	17.0	0.0	0.0	0.0	27.0	0.0	0.0	136.0	252.0
"Bradyrhizobium sp. LTSPM299"	245.0	0.0	14.0	19.0	0.0	0.0	0.0	0.0	0.0	133.0	323.0
"Bradyrhizobium sp. ORS 278"	119.0	0.0	13.0	9.0	0.0	0.0	0.0	0.0	0.0	56.0	135.0
"Bradyrhizobium sp. ORS 285"	158.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	63.0	126.0
"Bradyrhizobium sp. ORS 3257"	83.0	0.0	11.0	0.0	0.0	0.0	12.0	0.0	0.0	46.0	126.0
"Bradyrhizobium sp. ORS 375"	166.0	19.0	16.0	9.0	0.0	0.0	15.0	0.0	0.0	82.0	117.0
"Bradyrhizobium sp. R5"	387.0	0.0	11.0	0.0	0.0	0.0	48.0	0.0	0.0	170.0	375.0
"Bradyrhizobium sp. Rc2d"	141.0	22.0	17.0	0.0	0.0	0.0	13.0	0.0	0.0	72.0	148.0
"Bradyrhizobium sp. Rc3b"	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
"Bradyrhizobium sp. S23321"	287.0	33.0	36.0	16.0	0.0	0.0	25.0	0.0	0.0	162.0	215.0
"Bradyrhizobium sp. SK17"	3849.0	91.0	147.0	70.0	191.0	0.0	341.0	27.0	144.0	1600.0	4296.0
"Bradyrhizobium sp. STM 3843"	157.0	21.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	55.0	122.0
"Bradyrhizobium sp. SUTN9-2"	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bradyrhizobium sp. th.b2"	1618.0	55.0	41.0	31.0	0.0	0.0	105.0	13.0	18.0	721.0	1776.0
"Bradyrhizobium sp. URHA0002"	299.0	0.0	33.0	0.0	0.0	0.0	17.0	0.0	17.0	172.0	1162.0
"Bradyrhizobium sp. URHA0013"	70.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0
"Bradyrhizobium sp. URHD0069"	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	32.0	89.0
"Bradyrhizobium sp. WSM1253"	50.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	21.0	61.0	97.0
"Bradyrhizobium sp. WSM1417"	80.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	31.0	72.0
"Bradyrhizobium sp. WSM1743"	112.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	117.0
"Bradyrhizobium sp. WSM2254"	165.0	0.0	14.0	0.0	0.0	0.0	12.0	0.0	0.0	96.0	159.0
"Bradyrhizobium sp. WSM2793"	101.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	32.0	61.0
"Bradyrhizobium sp. WSM3983"	308.0	55.0	23.0	18.0	0.0	0.0	75.0	7.0	22.0	266.0	383.0
"Bradyrhizobium sp. WSM4349"	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bradyrhizobium sp. WSM471"	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nitrobacter hamburgensis"	119.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	120.0
"Nitrobacter winogradskyi"	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Oligotropha carboxidovorans"	191.0	29.0	31.0	17.0	0.0	0.0	0.0	0.0	0.0	195.0	109.0
"Rhodopseudomonas faecalis"	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0
"Rhodopseudomonas palustris"	706.0	136.0	58.0	63.0	345.0	1.0	81.0	37.0	123.0	432.0	757.0
"Rhodopseudomonas pseudopalustris"	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	64.0
"Rhodopseudomonas sp. B29"	107.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	68.0	94.0
"Tardiphaga sp. OK245"	84.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	85.0
"Bradyrhizobiaceae bacterium SG-6C"	112.0	167.0	17.0	0.0	212.0	0.0	21.0	7.0	69.0	57.0	0.0
"Variibacter gotjawalensis"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brucella vulpis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0
"Brucella sp. 09RB8471"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0
"Brucella sp. 09RB8910"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	81.0
"Brucella sp. 83/13"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
"Brucella sp. B13-0095"	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0
"Mycoplana dimorpha"	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	176.0
"Ochrobactrum anthropi"	2048.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1999.0	3343.0
"Ochrobactrum cytisi"	671.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	678.0	1239.0
"Ochrobactrum intermedium"	6706.0	0.0	45.0	17.0	0.0	0.0	0.0	0.0	0.0	6684.0	12232.0
"Ochrobactrum pituitosum"	382.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	402.0	765.0
"Ochrobactrum pseudogrignonense"	115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	251.0
"Ochrobactrum quorumnocens"	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	152.0
"Ochrobactrum sp. DDT2"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	101.0
"Ochrobactrum sp. MYb19"	64.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	152.0
"Pseudochrobactrum asaccharolyticum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	99.0
"Chelatococcus asaccharovorans"	69.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	49.0	65.0
"Devosia limi"	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0
"Devosia sp. 17-2-E-8"	147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	157.0	256.0
"Devosia sp. A16"	0.0	0.0	0.0	0.0	296.0	0.0	17.0	0.0	0.0	0.0	0.0
"Devosia sp. Root105"	0.0	0.0	0.0	0.0	94.0	0.0	13.0	0.0	0.0	0.0	0.0
"Devosia sp. Root413D1"	0.0	0.0	0.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0
"Devosia sp. Root685"	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Hyphomicrobium denitrificans"	55.0	0.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	76.0
"Hyphomicrobium sulfonivorans"	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
"Hyphomicrobium zavarzinii"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Hyphomicrobium sp. 99"	544.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	605.0	1158.0
"Hyphomicrobium sp. MC1"	0.0	0.0	284.0	0.0	0.0	0.0	12.0	0.0	34.0	49.0	67.0
"Pelagibacterium luteolum"	48.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Rhodoplanes elegans"	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodoplanes piscinae"	70.0	22.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodoplanes roseus"	45.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	39.0	0.0
"Rhodoplanes sp. Z2-YC6860"	67.0	75.0	21.0	0.0	96.0	0.0	0.0	0.0	0.0	41.0	81.0
"Methylobacterium brachiatum"	624.0	37.0	39.0	34.0	0.0	0.0	254.0	9.0	22.0	163.0	404.0
"Methylobacterium currus"	130.0	32.0	15.0	0.0	0.0	0.0	14.0	7.0	31.0	38.0	67.0
"Methylobacterium gossipiicola"	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Methylobacterium organophilum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
"Methylobacterium phyllosphaerae"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Methylobacterium phyllostachyos"	320.0	0.0	47.0	12.0	0.0	0.0	0.0	0.0	0.0	82.0	270.0
"Methylobacterium platani"	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	21.0	0.0	0.0
"Methylobacterium pseudosasicola"	117.0	0.0	26.0	0.0	0.0	0.0	24.0	0.0	0.0	50.0	77.0
"Methylobacterium radiotolerans"	424.0	488.0	376.0	444.0	829.0	0.0	689.0	312.0	1269.0	506.0	605.0
"Methylobacterium sp. B4"	52.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	38.0	98.0
"Methylobacterium sp. DM1"	685.0	0.0	19.0	11.0	0.0	0.0	0.0	6.0	18.0	610.0	1061.0
"Methylobacterium sp. Leaf100"	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Methylobacterium sp. Leaf111"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Methylobacterium sp. Leaf117"	0.0	69.0	0.0	11.0	0.0	0.0	14.0	0.0	20.0	81.0	0.0
"Methylobacterium sp. Leaf123"	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Methylobacterium sp. Leaf125"	0.0	24.0	13.0	0.0	0.0	0.0	40.0	7.0	0.0	0.0	0.0
"Methylobacterium sp. Leaf86"	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0
"Methylobacterium sp. Leaf89"	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Methylobacterium sp. Leaf90"	0.0	0.0	0.0	25.0	0.0	0.0	46.0	19.0	72.0	32.0	0.0
"Methylobacterium sp. Leaf93"	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
"Methylobacterium sp. Leaf99"	0.0	0.0	0.0	11.0	0.0	0.0	11.0	0.0	0.0	31.0	0.0
"Methylobacterium sp. MB200"	116.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	19.0	123.0	198.0
"Methylorubrum extorquens"	402.0	103.0	28.0	577.0	566.0	0.0	109.0	23.0	180.0	306.0	1012.0
"Methylorubrum populi"	296.0	0.0	11.0	18.0	0.0	0.0	21.0	7.0	0.0	189.0	346.0
"Microvirga flocculans"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Microvirga lotononidis"	0.0	38.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Microvirga ossetica"	0.0	27.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
"Methylosinus sp. LW4"	0.0	0.0	15.0	24.0	0.0	0.0	10.0	0.0	50.0	0.0	0.0
"Aminobacter aminovorans"	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0
"Aminobacter sp. MSH1"	49.0	26.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	41.0	95.0
"Aminobacter sp. Root100"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Aquamicrobium aerolatum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0
"Aquamicrobium defluvii"	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	181.0
"Hoeflea sp. 108"	0.0	57.0	0.0	0.0	0.0	0.0	13.0	0.0	30.0	0.0	0.0
"Mesorhizobium amorphae"	0.0	37.0	0.0	0.0	0.0	0.0	17.0	8.0	24.0	0.0	0.0
"Mesorhizobium australicum"	51.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mesorhizobium ciceri"	0.0	23.0	0.0	0.0	0.0	0.0	15.0	7.0	0.0	0.0	0.0
"Mesorhizobium erdmanii"	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mesorhizobium japonicum"	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
"Mesorhizobium loti"	464.0	137.0	35.0	29.0	755.0	0.0	120.0	36.0	270.0	153.0	235.0
"Mesorhizobium oceanicum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
"Mesorhizobium plurifarium"	136.0	38.0	27.0	85.0	145.0	0.0	133.0	21.0	35.0	777.0	296.0
"Mesorhizobium qingshengii"	0.0	26.0	0.0	0.0	0.0	0.0	12.0	0.0	31.0	0.0	0.0
"Mesorhizobium sp. 1M-11"	360.0	79.0	15.0	46.0	601.0	0.0	62.0	19.0	100.0	103.0	147.0
"Mesorhizobium sp. ORS 3324"	2639.0	736.0	552.0	63.0	4023.0	0.0	146.0	624.0	23885.0	283.0	3097.0
"Mesorhizobium sp. ORS 3359"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	81.0
"Mesorhizobium sp. Root172"	51.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0
"Mesorhizobium sp. Root552"	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
"Mesorhizobium sp. SOD10"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	83.0
"Mesorhizobium sp. URHA0056"	0.0	34.0	10.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
"Mesorhizobium sp. URHC0008"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mesorhizobium sp. WSM2561"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mesorhizobium sp. WSM3224"	0.0	20.0	0.0	0.0	0.0	0.0	10.0	0.0	37.0	0.0	127.0
"Mesorhizobium sp. WSM3626"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0
"Phyllobacterium myrsinacearum"	0.0	0.0	62.0	34.0	0.0	0.0	38.0	53.0	36.0	69.0	0.0
"Pseudaminobacter salicylatoxidans"	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	66.0
"Kaistia soli"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0
"Agrobacterium deltaense"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
"Agrobacterium rhizogenes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	36.0	0.0
"Agrobacterium genomosp. 5"	86.0	38.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	74.0	69.0
"Agrobacterium tumefaciens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0
"Agrobacterium sp. MS2"	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	225.0
"Agrobacterium sp. RAC06"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0
"Agrobacterium sp. SUL3"	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	107.0
"Neorhizobium galegae"	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0
"Rhizobium etli"	0.0	0.0	0.0	0.0	0.0	0.0	19.0	6.0	0.0	40.0	0.0
"Rhizobium flavum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0
"Rhizobium gallicum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0
"Rhizobium giardinii"	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	109.0
"Rhizobium leguminosarum"	158.0	41.0	16.0	0.0	146.0	0.0	15.0	13.0	0.0	148.0	197.0
"Rhizobium miluonense"	0.0	0.0	13.0	0.0	0.0	0.0	0.0	15.0	0.0	35.0	0.0
"Rhizobium rhizosphaerae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0
"Rhizobium subbaraonis"	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	243.0
"Rhizobium tropici"	0.0	0.0	0.0	11.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
"Rhizobium sp. 11515TR"	0.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhizobium sp. AC27/96"	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	173.0
"Rhizobium sp. ACO-34A"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	46.0	0.0
"Rhizobium sp. CF097"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	68.0
"Rhizobium sp. Leaf155"	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhizobium sp. Leaf321"	0.0	0.0	0.0	0.0	99.0	0.0	27.0	0.0	0.0	0.0	0.0
"Rhizobium sp. Root1212"	142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.0	251.0
"Rhizobium sp. Root651"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
"Rhizobium sp. WW_1"	133.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	49.0	63.0
"Rhizobium sp. YK2"	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	17.0	0.0	0.0
"Shinella sp. GWS1"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	93.0
"Shinella sp. HZN7"	2425.0	28.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	2540.0	4143.0
"Shinella sp. SUS2"	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	82.0
"Ensifer aridi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	84.0
"Ensifer sp. ZNC0028"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0
"Sinorhizobium americanum"	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	101.0
"Sinorhizobium arboris"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0
"Sinorhizobium fredii"	73.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	111.0
"Sinorhizobium medicae"	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	80.0
"Sinorhizobium meliloti"	394.0	30.0	14.0	112.0	144.0	0.0	69.0	6.0	46.0	969.0	270.0
"Sinorhizobium saheli"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	36.0	0.0
"Sinorhizobium sp. RAC02"	1024.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1139.0	1903.0
"Pseudorhodoplanes sinuspersici"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0
"Roseiarcus fermentans"	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
"Rhizobiales bacterium"	225.0	29.0	13.0	0.0	0.0	0.0	10.0	8.0	18.0	228.0	359.0
"Azorhizobium doebereinerae"	60.0	0.0	0.0	13.0	112.0	0.0	0.0	0.0	0.0	0.0	70.0
"Pseudolabrys taiwanensis"	119.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	78.0
"Starkeya novella"	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0
"Xanthobacter autotrophicus"	88.0	20.0	13.0	0.0	0.0	0.0	0.0	6.0	26.0	50.0	67.0
"Albimonas pacifica"	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Brevirhabdus pacifica"	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cereibacter changlensis"	0.0	51.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
"Confluentimicrobium sp. EMB200-NS6"	0.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Defluviimonas alba"	0.0	35.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
"Gemmobacter aquatilis"	0.0	20.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
"Gemmobacter nectariphilus"	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Ketogulonicigenium vulgare"	0.0	181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Labrenzia aggregata"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0
"Limimaricola cinnabarinus"	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Limimaricola hongkongensis"	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Oceanicella actignis"	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Oceanicella sp. SM1341"	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Oceanicola granulosus"	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pannonibacter phragmitetus"	174.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	129.0	244.0
"Paracoccus alcaliphilus"	0.0	86.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0
"Paracoccus aminophilus"	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Paracoccus aminovorans"	100.0	173.0	12.0	0.0	0.0	0.0	0.0	7.0	0.0	67.0	213.0
"Paracoccus contaminans"	96.0	57.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	882.0
"Paracoccus denitrificans"	49.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	96.0
"Paracoccus halophilus"	95.0	152.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	223.0
"Paracoccus jeotgali"	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	71.0
"Paracoccus lutimaris"	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Paracoccus pantotrophus"	80.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	72.0
"Paracoccus saliphilus"	0.0	251.0	13.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
"Paracoccus tibetensis"	0.0	311.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	82.0
"Paracoccus versutus"	53.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0
"Paracoccus yeei"	945.0	431.0	27.0	0.0	119.0	0.0	0.0	10.0	0.0	114.0	388.0
"Paracoccus zhejiangensis"	0.0	803.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	94.0
"Paracoccus sp. 228"	0.0	43139.0	30.0	16.0	662.0	0.0	17.0	13.0	19.0	50.0	130.0
"Paracoccus sp. BM15"	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Paracoccus sp. SM22M-07"	0.0	900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Phaeobacter inhibens"	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudooceanicola marinus"	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Rhodobacter capsulatus"	0.0	52.0	0.0	0.0	0.0	0.0	14.0	10.0	28.0	0.0	0.0
"Rhodobacter ovatus"	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
